Fecha,Frecuencia
2022-11-12,15.0
2022-11-13,16.0
2022-11-14,14.0
2022-11-15,30.0
2022-11-16,18.0
2022-11-17,24.0
2022-11-18,29.0
2022-11-19,24.0
2022-11-20,40.0
2022-11-21,57.0
2022-11-22,89.0
2022-11-23,48.0
2022-11-24,48.0
2022-11-25,57.0
2022-11-26,44.0
2022-11-27,77.0
2022-11-28,95.0
2022-11-29,63.0
2022-11-30,77.0
2022-12-01,103.0
2022-12-02,71.0
2022-12-03,62.0
2022-12-04,66.0
2022-12-05,96.0
2022-12-06,72.0
2022-12-07,79.0
2022-12-08,39.0
2022-12-09,67.0
2022-12-10,73.0
2022-12-11,50.0
2022-12-12,60.0
2022-12-13,65.0
2022-12-14,41.0
2022-12-15,42.0
2022-12-16,54.0
2022-12-17,32.0
2022-12-18,20.0
2022-12-19,53.0
2022-12-20,37.0
2022-12-21,20.0
2022-12-22,31.0
2022-12-23,21.0
2022-12-24,18.0
2022-12-25,25.0
2022-12-26,27.0
2022-12-27,24.0
2022-12-28,15.0
2022-12-29,17.0
2022-12-30,20.0
2022-12-31,14.0
2023-01-01,18.0
2023-01-02,16.0
2023-01-03,22.0
2023-01-04,9.0
2023-01-05,11.0
2023-01-06,6.0
2023-01-07,10.0
2023-01-08,10.0
2023-01-09,14.0
2023-01-10,13.0
2023-01-11,9.0
2023-01-12,8.0
2023-01-13,8.0
2023-01-14,7.0
2023-01-15,9.0
2023-01-16,7.0
2023-01-17,8.0
2023-01-18,3.0
2023-01-19,4.0
2023-01-20,2.0
2023-01-21,4.0
2023-01-22,5.0
2023-01-23,2.0
2023-01-24,4.0
2023-01-25,4.0
2023-01-26,5.0
2023-01-27,3.0
2023-01-28,2.0
2023-01-29,1.0
2023-01-30,2.0
2023-01-31,3.0
2023-02-01,3.0
2023-02-02,7.0
2023-02-03,4.0
2023-02-04,4.0
2023-02-05,4.0
2023-02-06,8.0
2023-02-07,2.0
2023-02-08,3.0
2023-02-09,1.0
2023-02-10,4.0
2023-02-11,4.0
2023-02-12,3.0
2023-02-13,4.0
2023-02-14,3.0
2023-02-15,1.0
2023-02-16,3.0
2023-02-17,3.0
2023-02-18,6.0
2023-02-19,8.0
2023-02-20,7.0
2023-02-21,8.0
2023-02-22,7.0
2023-02-23,11.0
2023-02-24,4.0
2023-02-25,6.0
2023-02-26,7.0
2023-02-27,6.0
2023-02-28,9.0
2023-03-01,10.0
2023-03-02,0.0
2023-03-03,2.0
2023-03-04,3.0
2023-03-05,3.0
2023-03-06,4.0
2023-03-07,4.0
2023-03-08,0.0
2023-03-09,4.0
2023-03-10,2.0
2023-03-11,4.0
2023-03-12,3.0
2023-03-13,5.0
2023-03-14,3.0
2023-03-15,2.0
2023-03-16,2.0
2023-03-17,8.0
2023-03-18,10.0
2023-03-19,11.0
2023-03-20,5.0
2023-03-21,8.0
2023-03-22,5.0
2023-03-23,4.0
2023-03-24,6.0
2023-03-25,12.0
2023-03-26,6.0
2023-03-27,5.0
2023-03-28,9.0
2023-03-29,9.0
2023-03-30,4.0
2023-03-31,6.0
2023-04-01,7.0
2023-04-02,1.0
2023-04-03,10.0
2023-04-04,4.0
2023-04-05,3.0
2023-04-06,5.0
2023-04-07,8.0
2023-04-08,6.0
2023-04-09,10.0
2023-04-10,10.0
2023-04-11,4.0
2023-04-12,7.0
2023-04-13,8.0
2023-04-14,8.0
